"stnm","stlon","stlat","Rhyp","Rrup","Repi","siteClass","AVS30","AVS20","Ts","PGA1","PGA2","PGA3","PGA4","PGA5","PGA1.1","PGA2.1","PGA3.1","PGA4.1","PGA5.1","sigma","valid","event.num","mag","eq.type","depth","resids","model"
"NGNH11",138.3052,35.9157,231.949703,231.949703,221.403622,"medium-soil",372,315,0.419017,4.207632,3.920699,4.541518,2.688572,1.690291,2.504699,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,0.225282206977547,"1995MY"
"IBRH12",140.3181,36.8369,232.511044,232.511044,221.816426,"hard-soil",485,400,0.2,3.820049,3.262639,4.345276,2.852054,1.498948,2.354494,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,0.21017134560947,"1995MY"
"TCGH09",139.8364,36.8625,239.820583,239.820583,229.481151,"rock",468,378,0.133333,2.374866,2.32794,2.58872,1.667401,0.975276,1.832014,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,0.112710321754341,"1995MY"
"SZOH32",137.8409,35.0086,240.620121,240.620121,230.584695,"rock",579,484,0.076667,0.515076,0.502317,0.709749,0.501573,0.323926,1.821093,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,-0.548460810640507,"1995MY"
"NGNH13",137.8767,35.5143,247.761657,247.761657,237.973499,"rock",513,440,0.061538,1.857336,1.46571,1.914732,1.276493,0.839953,1.727214,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,0.0315443270390048,"1995MY"
"FKSH13",140.5853,36.9951,250.171792,250.171792,240.239282,"rock",561,428,0.170909,4.879503,4.137616,5.9096,4.033237,1.299158,1.696959,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,0.458704239835726,"1995MY"
"NGNH24",137.8797,35.6152,251.016853,251.016853,241.35025,"soft-soil",464,427,0.644202,2.041349,1.568066,2.041751,1.001299,0.661163,2.465982,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,-0.0820726418320679,"1995MY"
"NGNH21",137.9236,35.8315,256.551269,256.551269,247.078116,"rock",507,471,0.089697,1.68163,1.47562,1.682239,1.03852,0.981913,1.620127,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,0.0161813867438511,"1995MY"
"GNMH08",138.5244,36.4917,256.85829,256.85829,247.311654,"soft-soil",338,314,1.158133,2.229666,1.955382,2.24848,1.38235,0.803235,2.363673,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,-0.0253475829452777,"1995MY"
"FKSH10",140.093,37.1616,268.154356,268.154356,258.912249,"rock",487,401,0.106667,4.725206,4.628563,4.775774,2.994581,1.966841,1.491523,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,0.500790791973897,"1995MY"
"NGNH31",137.9389,36.1184,270.32995,270.32995,261.328946,"rock",526,447,0.100741,1.408219,1.137116,1.653197,1.104326,0.362758,1.468885,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,-0.0183175962942019,"1995MY"
"NGNH20",137.7173,35.787,270.973283,270.973283,262.032393,"rock",529,467,0.087625,0.741158,0.624391,0.779618,0.456414,0.223145,1.462275,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,-0.295118254368235,"1995MY"
"NGNH23",137.6105,35.6056,272.906049,272.906049,264.050845,"rock",524,461,0.106667,1.597586,1.377579,1.691548,1.084901,0.464249,1.442644,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,0.0443050722160993,"1995MY"
"FKSH12",140.5703,37.2169,273.734184,273.734184,264.667193,"hard-soil",448,357,0.244,8.70164,6.736621,9.796154,6.318723,2.356624,1.744419,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,0.697950303599242,"1995MY"
"NGNH10",137.7669,35.9632,275.080945,275.080945,266.260107,"rock",511,448,0.122105,1.305587,1.248865,1.393139,0.974064,0.598068,1.420954,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,-0.0367742018347222,"1995MY"
"NGNH26",138.1474,36.4663,278.279559,278.279559,269.506069,"soft-soil",300,283,0.821342,1.376659,1.305971,1.840029,1.297037,0.896235,2.032138,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,-0.169126818678227,"1995MY"
"FKSH08",140.2144,37.2822,280.349851,280.349851,271.508612,"rock",562,473,0.115556,1.275539,1.218887,1.672937,1.182589,0.533346,1.370102,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,-0.0310591584493568,"1995MY"
"FKSH05",139.8725,37.2544,280.463827,280.463827,271.638958,"rock",596,458,0.153333,1.332221,1.071057,1.334139,0.802207,0.306885,1.369028,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,-0.01183605539435,"1995MY"
"NGNH08",137.8591,36.2541,284.130625,284.130625,275.570738,"hard-soil",432,405,0.357333,0.544215,0.532472,0.581216,0.385982,0.277131,1.623644,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,-0.474720304074458,"1995MY"
"NGNH30",137.6849,36.064,286.488132,286.488132,278.02269,"rock",456,373,0.156303,1.848281,1.701884,2.026589,1.35592,0.589556,1.313734,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,0.148260559281075,"1995MY"
"NIGH14",138.8521,37.0303,287.102606,287.102606,278.537137,"hard-soil",437,367,0.217857,0.746404,0.691486,0.751159,0.498707,0.32306,1.59108,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,-0.328718058516939,"1995MY"
"NGNH18",137.595,35.9324,287.116196,287.116196,278.684074,"soft-soil",379,334,0.69103,4.152868,3.519525,4.260882,2.173256,0.707117,1.912723,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,0.336696046987222,"1995MY"
"FKSH09",140.4264,37.353,287.757388,287.757388,279.138458,"rock",584,433,0.16381,2.693675,2.62628,3.012389,2.021086,0.970135,1.302446,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,0.315585469311504,"1995MY"
"NGNH33",137.9637,36.4598,290.01628,290.01628,281.614304,"rock",435,378,0.185037,0.670102,0.581607,0.737673,0.503808,0.32365,1.282659,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,-0.281970298661399,"1995MY"
"NGNH27",138.0479,36.577,292.670823,292.670823,284.334761,"hard-soil",381,318,0.251286,0.596578,0.560047,0.615512,0.349519,0.275573,1.532257,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,-0.409664380221356,"1995MY"
"NGNH35",137.8201,36.3824,294.856431,294.856431,286.606964,"rock",511,427,0.115556,0.516285,0.480785,0.528922,0.308689,0.178634,1.241518,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,-0.38106351314265,"1995MY"
"FKSH19",140.7227,37.4703,302.156788,302.156788,293.942326,"hard-soil",338,255,0.313725,4.539549,3.94818,4.539702,2.776038,2.133913,1.438199,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,0.499193725798296,"1995MY"
"FKSH18",140.538,37.4894,302.851673,302.851673,294.660097,"hard-soil",307,251,0.390649,3.198921,3.000764,3.5609,2.498578,1.262079,1.431596,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,0.349183038690853,"1995MY"
"NIGH11",138.744,37.1728,305.090459,305.090459,297.035091,"soft-soil",375,363,0.789231,0.424282,0.406561,0.43196,0.254268,0.294972,1.695892,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,-0.601743584113519,"1995MY"
"FKSH20",140.9871,37.4911,307.883854,307.883854,299.817411,"medium-soil",350,350,0.589714,3.066225,3.02761,3.409314,2.253343,1.407157,1.466957,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,0.320186636449483,"1995MY"
"FKSH03",139.7533,37.6078,319.818917,319.818917,312.083906,"soft-soil",349,302,0.887944,0.624204,0.515164,0.663686,0.417826,0.328209,1.540684,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,-0.392387025076389,"1995MY"
"FKSH17",140.5974,37.6636,321.995891,321.995891,314.288489,"rock",543,434,0.133333,3.458826,2.44076,3.476495,1.785718,0.856516,1.039041,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,0.522296029985719,"1995MY"
"MYGH10",140.8924,37.9411,354.692546,354.692546,347.684133,"soft-soil",347,329,0.928685,3.209137,2.76423,3.408846,1.932329,1.129571,1.237507,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,0.413840593571527,"1995MY"
"MYGH09",140.6027,38.0091,359.492705,359.492705,352.58165,"medium-soil",358,315,0.400272,0.870695,0.850205,0.983131,0.668675,0.525159,1.05876,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,-0.0849314747606886,"1995MY"
"MYGH07",140.6405,38.1802,378.32601,378.32601,371.753085,"soft-soil",365,334,1.163761,2.933821,2.924386,3.294296,2.228403,1.382953,1.072757,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,0.436932255796101,"1995MY"
"MYGH05",140.7804,38.5793,422.80454,422.80454,416.907159,"soft-soil",305,283,0.885214,0.766901,0.722822,0.83819,0.576121,0.367551,0.828283,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,-0.0334394437548441,"1995MY"
"YMTH12",140.0055,38.6357,428.409352,428.409352,422.601542,"medium-soil",366,338,0.454315,0.247579,0.224503,0.269834,0.18076,0.106249,0.70695,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,-0.455674894375567,"1995MY"
"IWTH05",141.3512,38.8654,461.085951,461.085951,455.658706,"hard-soil",429,372,0.260769,1.779743,1.703296,2.062568,1.376905,0.680496,0.556431,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,0.504945975967285,"1995MY"
"IWTH24",141.0118,39.1979,492.444845,492.444845,487.355824,"soft-soil",486,447,0.722678,0.534005,0.472873,0.593728,0.408515,0.321371,0.564519,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,-0.0241332401068041,"1995MY"
"IWTH04",141.3909,39.1809,495.737365,495.737365,490.677103,"rock",455,372,0.190909,1.829187,1.585238,1.830596,0.92111,0.531347,0.379353,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,0.683214583294348,"1995MY"
"IWTH21",141.9336,39.4734,537.840386,537.840386,533.158127,"rock",521,398,0.168333,1.416735,1.382353,1.655191,1.137882,0.445406,0.304098,-1,-1,-1,-1,0.276,1,200417151018.17,5.5,"intra-plate",68.7,0.668275059273749,"1995MY"
"MYG012",141.0193,38.3175,184.993703,184.993703,178.79781,"rock",430,363,0.156303,5.254969,5.031316,5.849284,3.94843,2.964547,3.416985,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.186927086069285,"1995MY"
"AOM029",140.2965,40.5758,191.838861,191.838861,185.747697,"hard-soil",461,391,0.273971,1.96912,1.884184,2.172554,1.394822,1.263601,3.917477,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.298734272097294,"1995MY"
"AOM004",141.4486,41.4087,206.867753,206.867753,201.139829,"hard-soil",359,301,0.237403,2.880002,2.508669,3.026483,1.66117,1.168996,3.456278,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.079215877617049,"1995MY"
"AOM002",140.8132,41.328,220.349072,220.349072,215.00622,"hard-soil",374,314,0.24459,6.50226,5.918348,7.1587,4.593454,1.792049,3.102967,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.321287174354178,"1995MY"
"MYG016",140.621,38.0085,231.582857,231.582857,226.694032,"hard-soil",444,375,0.282344,2.142241,2.077503,2.154882,1.276221,1.058093,2.844496,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.12313700044346,"1995MY"
"HKD105",142.0543,42.4825,315.746616,315.746616,311.967535,"rock",375,314,0.165079,2.063771,2.017883,2.161022,1.387282,0.662883,1.297709,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.201484188870582,"1995MY"
"IWTH21",141.9336,39.4734,55.522848,55.522848,28.047065,"rock",521,398,0.168333,105.213721,90.224638,118.09522,82.319993,45.261645,17.489056,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.779306011812751,"1995MY"
"IWTH02",141.3826,39.825,81.871854,81.871854,66.379271,"hard-soil",389,304,0.257778,128.376558,122.112175,160.020704,111.166034,18.423096,13.217853,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.987324809677415,"1995MY"
"IWTH08",141.7831,40.2686,86.952571,86.952571,72.43721,"hard-soil",304,238,0.335238,54.827459,44.403296,56.663654,31.607395,20.11535,12.237617,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.651301261818764,"1995MY"
"IWTH12",141.4245,40.1533,93.79196,93.79196,80.569137,"soft-soil",367,312,0.634909,42.210223,41.723232,43.9412,24.298118,26.310069,13.334139,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.500452668513558,"1995MY"
"IWTH22",141.3015,39.334,93.86451,93.86451,80.790609,"rock",532,422,0.152782,32.40834,31.19977,32.580142,19.648639,25.901666,9.110132,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.551132116769322,"1995MY"
"IWTH07",141.5709,40.2705,94.840984,94.840984,81.757213,"hard-soil",395,299,0.218519,41.954731,30.841394,43.590423,23.645101,10.136251,10.930095,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.584157004202615,"1995MY"
"IWTH04",141.3909,39.1809,96.694086,96.694086,84.076234,"rock",455,372,0.190909,63.92272,61.603961,69.24323,42.391668,33.792464,8.760958,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.86310364819592,"1995MY"
"IWTH15",141.0929,39.6148,101.417779,101.417779,89.432671,"soft-soil",337,300,0.96,15.507317,14.282618,15.612602,10.311448,8.958656,12.023622,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.110501350415813,"1995MY"
"IWTH01",141.3423,40.2383,103.853315,103.853315,92.081723,"rock",438,352,0.179832,42.724781,40.258014,44.817751,28.630881,15.179347,7.965662,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.729457970853777,"1995MY"
"IWTH11",141.1915,40.0811,104.002849,104.002849,92.2833,"medium-soil",343,331,0.56592,47.166327,38.169351,48.91332,25.6665,14.288894,10.241927,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.663250381547994,"1995MY"
"IWTH19",141.0001,39.4559,111.037413,111.037413,100.235947,"rock",482,417,0.123209,15.380501,14.93351,16.539418,11.346724,7.273465,7.274913,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.325142678276757,"1995MY"
"IWTH16",140.9465,39.6436,112.461149,112.461149,101.791708,"rock",534,502,0.173626,19.868301,17.515809,24.883996,17.253093,10.516584,7.148986,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.443916284250856,"1995MY"
"IWTH06",141.1709,40.2611,115.308255,115.308255,104.840024,"medium-soil",431,356,0.493632,33.657593,32.722722,34.011127,20.393541,14.45529,8.897883,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.577796363647483,"1995MY"
"IWTH05",141.3512,38.8654,121.947796,121.947796,112.244123,"hard-soil",429,372,0.260769,18.077008,17.642664,19.843525,13.320571,10.003252,7.769843,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.366714306827532,"1995MY"
"IWTH10",140.9529,40.1391,123.006449,123.006449,113.279279,"rock",496,386,0.192717,9.899073,9.03874,10.455792,7.087293,3.281715,6.311518,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.195460701807931,"1995MY"
"AOMH18",141.0145,40.2962,127.224205,127.224205,117.825337,"hard-soil",369,289,0.247059,22.873738,20.065911,23.258175,15.101842,9.026104,7.318438,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.494918744364126,"1995MY"
"IWTH26",141.0013,38.969,133.800864,133.800864,125.030839,"hard-soil",371,320,0.367843,12.431574,11.791473,12.456579,8.300782,5.505851,6.808616,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.261467278450108,"1995MY"
"IWTH25",140.8638,39.0092,140.245522,140.245522,131.908505,"hard-soil",506,495,0.267135,5.42512,5.259296,5.549101,3.838532,3.718948,6.358409,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.0689391112233892,"1995MY"
"AKTH01",140.579,39.8147,142.291052,142.291052,134.021701,"rock",475,412,0.170233,2.446519,2.340418,2.592609,1.614128,1.975937,5.118165,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.320565689713802,"1995MY"
"AKTH04",140.7129,39.174,142.419511,142.419511,134.210478,"hard-soil",458,362,0.220775,19.330082,17.923192,20.927863,13.870354,4.991782,6.216378,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.492696281560453,"1995MY"
"AOMH11",140.995,40.58,147.721303,147.721303,139.683959,"medium-soil",539,419,0.402266,14.432297,13.997894,18.171026,12.692411,4.549472,6.237768,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.364306239470859,"1995MY"
"AKTH10",140.5812,40.3002,157.0811,157.0811,149.590718,"hard-soil",333,251,0.317656,3.520648,3.274562,3.602499,1.978025,1.296243,5.368714,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.183247663230275,"1995MY"
"MYGH06",141.071,38.5907,158.558073,158.558073,151.258359,"rock",593,554,0.04,2.675972,2.535202,2.726848,1.530948,2.181887,4.351901,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.211197442292017,"1995MY"
"AKTH13",140.4072,39.9819,158.924244,158.924244,151.559456,"rock",535,419,0.150663,3.196574,2.516233,3.196973,1.743321,1.303863,4.336606,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.132465203640078,"1995MY"
"AKTH16",140.3481,39.545,161.086671,161.086671,153.863737,"soft-soil",375,346,0.613675,5.626509,5.384096,6.929981,4.807984,2.170223,6.211072,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.0429275458122346,"1995MY"
"MYGH02",140.6513,38.8587,163.655129,163.655129,156.591511,"hard-soil",398,341,0.234398,2.186076,2.123278,2.228977,1.565121,1.376698,5.041944,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.362932761397564,"1995MY"
"AOMH06",141.3738,40.9664,164.535947,164.535947,157.312058,"medium-soil",434,398,0.502642,12.003375,10.465245,12.69421,7.100403,3.90101,5.296615,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.355304968082857,"1995MY"
"AKTH09",140.4596,40.2755,164.816725,164.816725,157.701661,"soft-soil",319,302,0.720893,4.586736,3.849853,4.588253,2.66425,2.541313,5.99589,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.116349912679273,"1995MY"
"AKTH06",140.4952,38.9801,167.676869,167.676869,160.787658,"rock",455,352,0.198095,1.236619,1.201176,1.444225,0.974102,0.84578,3.992668,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.509027284138993,"1995MY"
"AOMH15",140.5565,40.4841,168.67044,168.67044,161.70462,"rock",577,489,0.11,2.234524,2.028417,2.295969,1.445959,1.453852,3.956094,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.248081578656871,"1995MY"
"AOMH10",140.6646,40.6091,169.476812,169.476812,162.531219,"medium-soil",329,292,0.528342,2.373503,2.27742,2.637952,1.80483,2.249034,5.058644,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.328644332204408,"1995MY"
"AKTH12",140.2221,39.9155,172.507765,172.507765,165.760634,"hard-soil",389,308,0.24,1.65608,1.644717,1.677878,1.102375,0.746712,4.644844,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.447889820170079,"1995MY"
"MYGH05",140.7804,38.5793,175.171916,175.171916,168.606591,"soft-soil",305,283,0.885214,5.377645,4.922456,5.407667,3.713782,1.885454,5.451035,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.00588684124815597,"1995MY"
"AKTH08",140.2341,40.3188,183.53675,183.53675,177.181038,"rock",471,402,0.176471,2.819981,2.446265,2.845989,1.745334,1.986198,3.460788,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.0889288140050176,"1995MY"
"AKTH03",140.1283,39.2223,185.805997,185.805997,179.611377,"medium-soil",320,277,0.583426,1.71892,1.706991,1.728685,1.213516,1.432889,4.370898,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.405315007117394,"1995MY"
"AOMH14",140.2726,40.5488,191.992787,191.992787,185.909395,"hard-soil",360,293,0.213333,2.660415,2.642585,2.965121,1.92416,1.200123,3.912339,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.167487091083462,"1995MY"
"YMTH08",140.0333,38.9701,202.76239,202.76239,197.120924,"hard-soil",320,272,0.361525,1.522176,1.317696,1.568814,0.966011,1.694523,3.574586,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.37076087992081,"1995MY"
"YMTH01",140.3805,38.3841,213.894384,213.894384,208.577368,"soft-soil",327,300,0.729697,2.872694,2.671876,3.112271,2.123175,1.41965,3.926302,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.135694333935581,"1995MY"
"MYGH07",140.6405,38.1802,215.569265,215.569265,210.297647,"soft-soil",365,334,1.163761,5.330058,5.318775,5.384701,3.566616,2.864082,3.874221,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.138547544042032,"1995MY"
"AOMH07",140.0233,40.7451,220.608018,220.608018,215.331281,"rock",572,490,0.083243,0.743186,0.74254,0.825552,0.527815,0.74889,2.54621,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.534796699555331,"1995MY"
"YMTH12",140.0055,38.6357,222.071594,222.071594,216.953121,"medium-soil",366,338,0.454315,1.086391,1.042086,1.400579,0.982919,0.890805,3.242761,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.474928782087721,"1995MY"
"MYGH10",140.8924,37.9411,225.478309,225.478309,220.448863,"soft-soil",347,329,0.928685,4.528445,4.517487,5.455518,3.851371,1.691993,3.584243,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.101551651669699,"1995MY"
"MYGH09",140.6027,38.0091,232.432499,232.432499,227.562488,"medium-soil",358,315,0.400272,1.392142,1.274479,1.595945,1.127882,0.997563,2.993583,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.332507767841473,"1995MY"
"AOMH01",140.9127,41.5273,235.232861,235.232861,230.221826,"medium-soil",301,253,0.511648,2.064703,2.029335,2.167827,1.531672,0.820858,2.930608,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.152100142008586,"1995MY"
"YMTH14",139.9916,38.386,238.810149,238.810149,234.071823,"medium-soil",310,261,0.514,1.221739,1.185524,1.265342,0.863808,0.618529,2.85267,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.368273097378364,"1995MY"
"YMTH13",139.7606,38.4704,249.400673,249.400673,244.869875,"rock",576,490,0.091429,0.42523,0.363789,0.427179,0.211895,0.311082,2.047182,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.682532557897564,"1995MY"
"FKSH17",140.5974,37.6636,264.326736,264.326736,260.071424,"rock",543,434,0.133333,1.898421,1.731979,2.129301,1.37231,0.625627,1.838313,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.0139730709150652,"1995MY"
"FKSH20",140.9871,37.4911,266.26931,266.26931,262.042689,"medium-soil",350,350,0.589714,2.645307,2.569077,2.987178,2.010948,0.86663,2.335835,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.0540339195700986,"1995MY"
"YMTH07",140.0278,37.896,273.138057,273.138057,269.026938,"hard-soil",371,312,0.242956,1.202089,1.111348,1.230606,0.78735,0.453298,2.101309,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.242553297568598,"1995MY"
"OSMH02",140.6331,41.8374,275.804207,275.804207,271.535867,"soft-soil",325,298,1.943871,1.958143,1.579096,2.03147,1.154194,0.657778,2.479888,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.102587662638892,"1995MY"
"FKSH18",140.538,37.4894,283.407088,283.407088,279.451837,"hard-soil",307,251,0.390649,2.051847,1.985458,2.579265,1.818555,0.82585,1.957375,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.0204709365074598,"1995MY"
"HDKH07",142.9164,42.133,285.154056,285.154056,280.957259,"rock",459,400,0.18756,2.731567,2.512036,2.867166,1.59919,1.160675,1.590339,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.234922148063982,"1995MY"
"NIGH04",139.5428,38.1313,286.340369,286.340369,282.423532,"soft-soil",392,359,0.683254,0.67667,0.611522,0.698978,0.448512,0.344009,2.306632,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.532601390148991,"1995MY"
"FKSH09",140.4264,37.353,301.200014,301.200014,297.489938,"rock",584,433,0.16381,1.08416,0.962012,1.136175,0.668726,0.372855,1.427605,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.119514680367395,"1995MY"
"HDKH06",142.3572,42.3498,301.720349,301.720349,297.761605,"hard-soil",412,354,0.212422,3.796437,3.775615,4.287401,2.960893,1.418332,1.730251,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.341267088457233,"1995MY"
"HYMH02",140.3087,41.9856,303.10916,303.10916,299.231896,"rock",497,434,0.172549,0.805135,0.779819,1.002338,0.696358,0.310551,1.409661,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.243245978364094,"1995MY"
"FKSH12",140.5703,37.2169,308.530295,308.530295,304.911492,"hard-soil",448,357,0.244,3.924368,3.424863,3.999632,2.82494,1.524296,1.654282,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.375160181464257,"1995MY"
