"stnm","stlon","stlat","Rhyp","Rrup","Repi","siteClass","AVS30","AVS20","Ts","sigma","valid","event.num","mag","eq.type","depth","resids","model","pred.type","pred","obs"
"HDKH07",142.9164,42.133,193.316769,193.316769,187.635883,"rock",459,400,0.18756,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.121244358049029,"1990FT","PGA2",4.105788,5.428013
"KKWH08",142.6562,43.0406,197.817241,197.817241,192.218765,"medium-soil",310,267,0.42087,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.152747322338402,"1990FT","PGA2",5.62291,7.992975
"KKWH14",142.5245,43.3841,215.300893,215.300893,210.152071,"rock",537,436,0.137143,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.026406559425625,"1990FT","PGA2",3.119539,2.935512
"HDKH02",142.4054,42.7061,217.373153,217.373153,212.31846,"hard-soil",443,382,0.250454,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.254669981029289,"1990FT","PGA2",5.423799,3.017405
"KKWH15",142.7656,43.8546,218.533526,218.533526,213.42776,"rock",528,440,0.12,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.501523620937704,"1990FT","PGA2",2.998585,0.944915
"HDKH03",142.3521,42.5934,222.949036,222.949036,218.031745,"hard-soil",341,288,0.351852,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.000288801446723164,"1990FT","PGA2",5.067927,5.064558
"HDKH06",142.3572,42.3498,227.745338,227.745338,222.947507,"hard-soil",412,354,0.212422,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.24621653129322,"1990FT","PGA2",4.782744,8.431283
"ABSH03",143.2407,44.3843,228.035867,228.035867,223.104328,"rock",499,398,0.131613,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.572844962514079,"1990FT","PGA2",2.672556,0.714631
"KKWH07",142.3409,43.3697,228.909156,228.909156,224.079261,"hard-soil",402,335,0.28549,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.521175040380448,"1990FT","PGA2",4.716292,1.420449
"KKWH13",142.3906,43.5113,229.554725,229.554725,224.729349,"hard-soil",355,301,0.307551,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.58384800328928,"1990FT","PGA2",4.679878,1.220075
"HDKH01",142.2296,42.7031,231.437832,231.437832,226.702094,"hard-soil",368,298,0.241778,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.35253656610001,"1990FT","PGA2",4.575445,2.031874
"IBUH02",142.1285,42.8714,238.838776,238.838776,234.24638,"rock",541,448,0.104396,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.353566948616717,"1990FT","PGA2",2.349268,1.040796
"ABSH02",143.0264,44.4234,242.270611,242.270611,237.638295,"rock",501,388,0.133333,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.449073773315544,"1990FT","PGA2",2.255896,0.802131
"KKWH05",142.6303,44.2921,254.934458,254.934458,250.552933,"rock",595,557,0.07967,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.566820694325462,"1990FT","PGA2",1.945369,0.52745
"SRCH06",142.0776,43.6948,259.691901,259.691901,255.435118,"hard-soil",320,255,0.289076,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.935649451974838,"1990FT","PGA2",3.283476,0.380789
"SRCH07",141.8978,43.23,260.386549,260.386549,256.168704,"hard-soil",315,253,0.289524,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.556941623091274,"1990FT","PGA2",3.257282,0.90347
"IBUH01",141.8191,42.8739,263.672413,263.672413,259.527289,"medium-soil",306,248,0.529085,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.167088214775578,"1990FT","PGA2",2.550209,3.74683
"SRCH08",141.909,43.5138,266.154147,266.154147,262.015165,"soft-soil",346,289,0.764318,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.632887924523539,"1990FT","PGA2",3.96018,0.922204
"KKWH04",142.4056,44.4376,278.663446,278.663446,274.659153,"soft-soil",381,336,0.684066,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.877479659729234,"1990FT","PGA2",3.435206,0.455484
"IKRH01",141.5836,43.4087,288.620459,288.620459,284.819996,"hard-soil",404,385,0.332063,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.474472933576212,"1990FT","PGA2",2.364543,0.793002
"SOYH10",142.6039,44.7433,290.377039,290.377039,286.518718,"rock",588,539,0.070588,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.517074046875034,"1990FT","PGA2",1.300159,0.395296
"IBUH05",141.3497,42.5629,303.651392,303.651392,300.082118,"soft-soil",379,297,1.199461,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.133949393841378,"1990FT","PGA2",2.599893,1.90988
"IBUH06",141.0017,42.4116,334.034249,334.034249,330.805428,"hard-soil",304,289,0.394118,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.427246520629979,"1990FT","PGA2",1.43842,3.847089
"IBUH04",140.665,42.6415,358.098078,358.098078,355.0858,"hard-soil",352,282,0.327003,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.108119920783364,"1990FT","PGA2",1.113573,0.868158
"AOMH06",141.3738,40.9664,367.773779,367.773779,364.887602,"medium-soil",434,398,0.502642,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.571416218325676,"1990FT","PGA2",0.817886,3.04866
"AOMH01",140.9127,41.5273,369.839174,369.839174,366.957848,"medium-soil",301,253,0.511648,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.433756244691139,"1990FT","PGA2",0.800393,2.172999
"OSMH02",140.6331,41.8374,378.76776,378.76776,375.949045,"soft-soil",325,298,1.943871,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.0674120568731796,"1990FT","PGA2",1.165078,0.997569
"IWTH07",141.5709,40.2705,405.636089,405.636089,403.039884,"hard-soil",395,299,0.218519,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.249467552222827,"1990FT","PGA2",0.679765,1.207331
"AOMH17",141.3374,40.4492,406.070212,406.070212,403.474967,"hard-soil",378,323,0.317157,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.658838853215968,"1990FT","PGA2",0.676752,3.085094
"HYMH01",139.9678,42.4851,416.410749,416.410749,413.838447,"hard-soil",394,350,0.318954,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.19380086098738,"1990FT","PGA2",0.608995,0.389774
"AOMH11",140.995,40.58,418.780142,418.780142,416.265496,"medium-soil",539,419,0.402266,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.676656487643447,"1990FT","PGA2",0.483379,2.295854
"IWTH01",141.3423,40.2383,421.754307,421.754307,419.262477,"rock",438,352,0.179832,0.21,0,200412030612.69,5.9,"inter-plate",47.3,1.16091551009958,"1990FT","PGA2",0.32345,4.685141
"IWTH12",141.4245,40.1533,423.538716,423.538716,421.05873,"soft-soil",367,312,0.634909,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.596455500653136,"1990FT","PGA2",0.735889,2.905814
"IWTH06",141.1709,40.2611,430.467694,430.467694,428.028535,"medium-soil",431,356,0.493632,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.76878910167607,"1990FT","PGA2",0.429412,2.521525
"IWTH11",141.1915,40.0811,443.046168,443.046168,440.681529,"medium-soil",343,331,0.56592,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.551989120701116,"1990FT","PGA2",0.378341,1.348567
"IWTH02",141.3826,39.825,452.698201,452.698201,450.38868,"hard-soil",389,304,0.257778,0.21,0,200412030612.69,5.9,"inter-plate",47.3,1.12508207177696,"1990FT","PGA2",0.422453,5.634566
"IWTH21",141.9336,39.4734,455.1202,455.1202,452.824786,"rock",521,398,0.168333,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.943337172730565,"1990FT","PGA2",0.23123,2.029464
"IWTH15",141.0929,39.6148,486.443011,486.443011,484.303902,"soft-soil",337,300,0.96,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.404461805006046,"1990FT","PGA2",0.392748,0.996726
"IWTH16",140.9465,39.6436,492.416285,492.416285,490.304453,"rock",534,502,0.173626,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.729414245895836,"1990FT","PGA2",0.159863,0.857358
"IWTH04",141.3909,39.1809,508.173877,508.173877,506.13362,"rock",455,372,0.190909,0.21,0,200412030612.69,5.9,"inter-plate",47.3,1.16360811760557,"1990FT","PGA2",0.137014,1.996977
"IWTH24",141.0118,39.1979,526.311702,526.311702,524.346414,"soft-soil",486,447,0.722678,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.254870808438112,"1990FT","PGA2",0.266086,0.478512
"IWTH05",141.3512,38.8654,538.81808,538.81808,536.902243,"hard-soil",429,372,0.260769,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.877970357040479,"1990FT","PGA2",0.181493,1.370346
"IWTH26",141.0013,38.969,546.919988,546.919988,545.034491,"hard-soil",371,320,0.367843,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.873880927351977,"1990FT","PGA2",0.167862,1.255548
"MYGH06",141.071,38.5907,577.574384,577.574384,575.796835,"rock",593,554,0.04,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.597292339683751,"1990FT","PGA2",0.070183,0.277667
"MYGH05",140.7804,38.5793,593.005003,593.005003,591.277368,"soft-soil",305,283,0.885214,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.650874630824128,"1990FT","PGA2",0.140402,0.628417
"MYGH07",140.6405,38.1802,636.208596,636.208596,634.608082,"soft-soil",365,334,1.163761,0.21,0,200412030612.69,5.9,"inter-plate",47.3,1.21092209189989,"1990FT","PGA2",0.093419,1.518299
"MYGH10",140.8924,37.9411,646.544619,646.544619,644.971865,"soft-soil",347,329,0.928685,0.21,0,200412030612.69,5.9,"inter-plate",47.3,1.13494415500816,"1990FT","PGA2",0.084802,1.157045
"CHB018",140.3222,35.1577,77.741309,77.741309,35.601657,"hard-soil",343,286,0.247977,0.21,0,200417151018.17,5.5,"intra-plate",68.7,-0.00369877747797576,"1990FT","PGA2",27.317101,27.085436
"TKY008",139.3909,34.7852,112.135073,112.135073,88.497383,"hard-soil",445,377,0.282535,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.543988311004214,"1990FT","PGA2",14.809751,51.824613
"KNG005",139.5462,35.3192,114.349296,114.349296,91.128222,"rock",440,372,0.169749,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.118075079142796,"1990FT","PGA2",8.01206,10.515242
"KNG012",139.2048,35.3794,139.251975,139.251975,120.922578,"rock",475,403,0.115622,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.433530135670891,"1990FT","PGA2",5.465098,14.829554
"KNG008",139.3265,35.5751,142.322211,142.322211,124.399051,"hard-soil",330,275,0.35939,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.0489462886859747,"1990FT","PGA2",9.318107,10.429752
"SZO010",138.9349,35.3091,155.858077,155.858077,139.752369,"rock",423,357,0.13986,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.0567963823356544,"1990FT","PGA2",4.307495,4.909318
"YMN003",138.813,35.4648,171.374782,171.374782,156.851972,"rock",432,365,0.154083,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.192208343021229,"1990FT","PGA2",3.481664,5.419949
"IBR006",140.4528,36.369,183.765508,183.765508,170.093312,"hard-soil",393,331,0.214417,0.21,0,200417151018.17,5.5,"intra-plate",68.7,-0.204844507134835,"1990FT","PGA2",5.267659,3.286799
"TKY012",139.789,33.1161,209.502408,209.502408,198.051944,"rock",597,511,0.132446,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.639981358157235,"1990FT","PGA2",2.126835,9.283573
"TCG006",140.1297,36.7639,225.684421,225.684421,214.665467,"rock",487,413,0.134737,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.128530907487722,"1990FT","PGA2",1.743075,2.343403
"TCG010",139.4376,36.6347,226.884507,226.884507,215.967402,"rock",540,461,0.149865,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.25481707348151,"1990FT","PGA2",1.71789,3.088961
"NGN014",138.4844,36.0956,230.47006,230.47006,219.826304,"hard-soil",314,261,0.294689,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.189607833141688,"1990FT","PGA2",2.933665,4.539608
"GNM003",139.0784,36.6578,242.797017,242.797017,232.637715,"hard-soil",395,333,0.310319,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.051912204167073,"1990FT","PGA2",2.531976,2.85346
"TCG004",139.4204,36.8061,244.285485,244.285485,234.163488,"hard-soil",452,383,0.280026,0.21,0,200417151018.17,5.5,"intra-plate",68.7,-0.0315569493761415,"1990FT","PGA2",2.487778,2.313421
"NGN010",138.4357,36.3281,249.849168,249.849168,240.043719,"hard-soil",361,302,0.224946,0.21,0,200417151018.17,5.5,"intra-plate",68.7,-0.14400127269753,"1990FT","PGA2",2.330017,1.672468
"NGN020",137.9532,35.8282,254.081564,254.081564,244.51214,"rock",591,506,0.094737,0.21,0,200417151018.17,5.5,"intra-plate",68.7,-0.0378842720945364,"1990FT","PGA2",1.243426,1.139556
"FKS016",140.1914,37.1228,263.368093,263.368093,253.95249,"hard-soil",302,250,0.391762,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.104754654976394,"1990FT","PGA2",1.99095,2.534049
"NGN018",137.5295,35.8132,287.246439,287.246439,278.83071,"hard-soil",467,396,0.272044,0.21,0,200417151018.17,5.5,"intra-plate",68.7,-0.112071501489732,"1990FT","PGA2",1.517156,1.172084
"CHBH17",140.3398,35.1714,78.405813,78.405813,37.017166,"rock",526,489,0.066667,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.263374821278853,"1990FT","PGA2",15.119013,27.726705
"CHBH16",139.9649,35.1384,84.587579,84.587579,48.843646,"hard-soil",361,330,0.30303,0.21,0,200417151018.17,5.5,"intra-plate",68.7,-0.182683248298024,"1990FT","PGA2",23.941746,15.720725
"SZOH40",138.97,34.7832,144.411232,144.411232,126.960868,"rock",492,407,0.14,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.0220026548434893,"1990FT","PGA2",5.069109,5.332542
"SZOH38",138.9779,35.0854,146.099555,146.099555,128.819443,"rock",588,526,0.094713,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.276146970909704,"1990FT","PGA2",4.947139,9.343317
"TKYH12",139.265,35.6701,152.197288,152.197288,135.5722,"hard-soil",325,268,0.382456,0.21,0,200417151018.17,5.5,"intra-plate",68.7,-0.00158016845738362,"1990FT","PGA2",8.087589,8.058216
"IBRH17",140.314,36.0864,154.987283,154.987283,138.561281,"soft-soil",300,272,2.746074,0.21,0,200417151018.17,5.5,"intra-plate",68.7,-0.227546006123934,"1990FT","PGA2",10.101529,5.981927
"KNGH18",139.1283,35.6437,158.925339,158.925339,143.09639,"hard-soil",388,349,0.324943,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.222361923919612,"1990FT","PGA2",7.360238,12.281567
"SZOH39",138.7724,34.7988,160.444909,160.444909,144.946347,"hard-soil",376,285,0.222222,0.21,0,200417151018.17,5.5,"intra-plate",68.7,-0.319182049300631,"1990FT","PGA2",7.206925,3.455954
"YMNH14",138.9675,35.5115,162.333317,162.333317,146.903181,"hard-soil",309,236,0.313023,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.397912954312724,"1990FT","PGA2",7.021653,17.553039
"SITH11",139.2726,35.8637,165.653395,165.653395,150.489723,"hard-soil",371,279,0.264727,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.417014068635611,"1990FT","PGA2",6.709421,17.526658
"SITH10",139.2191,35.9964,178.825006,178.825006,164.859902,"rock",542,404,0.154286,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.227682174056599,"1990FT","PGA2",3.152241,5.324779
"SZOH37",138.5659,35.2028,181.873634,181.873634,168.309757,"hard-soil",365,281,0.24,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.200106377774912,"1990FT","PGA2",5.400002,8.560523
"SZOH43",138.4924,34.9739,184.315855,184.315855,170.982499,"hard-soil",323,273,0.37098,0.21,0,200417151018.17,5.5,"intra-plate",68.7,-0.688664929017245,"1990FT","PGA2",5.22987,1.07109
"IBRH18",140.6198,36.3631,184.511919,184.511919,170.892238,"rock",558,487,0.138889,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.0944351941666653,"1990FT","PGA2",2.925131,3.635637
"SITH06",139.2894,36.1131,184.905643,184.905643,171.416456,"hard-soil",369,294,0.218182,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.00679093897045102,"1990FT","PGA2",5.189723,5.271511
"YMNH15",138.6045,35.5323,190.127943,190.127943,177.149191,"rock",578,468,0.12,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.556570347768256,"1990FT","PGA2",2.719286,9.795469
"SZOH34",138.4243,35.1304,192.102517,192.102517,179.330357,"rock",430,370,0.136092,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.376873628241279,"1990FT","PGA2",2.650928,6.31352
"SITH08",138.9691,36.0274,195.114584,195.114584,182.407695,"rock",520,399,0.141176,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.159752094899822,"1990FT","PGA2",2.550434,3.684395
"SZOH33",138.3526,35.0146,196.538225,196.538225,184.092803,"rock",519,405,0.145641,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.132280419222982,"1990FT","PGA2",2.504466,3.396218
"IBRH15",140.3013,36.5566,203.051433,203.051433,190.748804,"rock",450,343,0.164912,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.187552925471967,"1990FT","PGA2",2.305929,3.551394
"YMNH12",138.449,35.5623,203.41945,203.41945,191.346935,"rock",447,363,0.166667,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.10097656680329,"1990FT","PGA2",2.29526,2.896066
"TCGH15",139.8637,36.5595,208.1011,208.1011,196.133287,"hard-soil",423,337,0.251034,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.110414883037839,"1990FT","PGA2",3.859755,4.97708
"SZOH29",138.1973,35.307,214.988417,214.988417,203.643916,"rock",519,385,0.14632,0.21,0,200417151018.17,5.5,"intra-plate",68.7,-0.311237201740519,"1990FT","PGA2",1.98692,0.970383
"NGNH19",138.5845,35.9735,215.755414,215.755414,204.357615,"rock",473,425,0.102614,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.295836394578087,"1990FT","PGA2",1.968204,3.889614
"GNMH11",138.921,36.2862,218.058379,218.058379,206.737198,"hard-soil",421,375,0.327619,0.21,0,200417151018.17,5.5,"intra-plate",68.7,-0.306923976619828,"1990FT","PGA2",3.411867,1.682938
"SZOH31",138.0767,34.9398,219.695359,219.695359,208.655266,"hard-soil",397,319,0.280009,0.21,0,200417151018.17,5.5,"intra-plate",68.7,-0.618189952849067,"1990FT","PGA2",3.344025,0.805526
"TCGH13",140.1781,36.7342,222.205647,222.205647,211.00671,"rock",573,456,0.106667,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.442483923041333,"1990FT","PGA2",1.818466,5.037199
"TCGH11",139.7694,36.7084,225.222114,225.222114,214.199376,"hard-soil",328,256,0.3,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.244238335694198,"1990FT","PGA2",3.125984,5.485612
"IBRH13",140.575,36.7955,228.968526,228.968526,218.095304,"hard-soil",335,287,0.317815,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.142713389019276,"1990FT","PGA2",2.987297,4.149462
"NGNH11",138.3052,35.9157,231.949703,231.949703,221.403622,"medium-soil",372,315,0.419017,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.223553587212751,"1990FT","PGA2",2.343203,3.920699
"IBRH12",140.3181,36.8369,232.511044,232.511044,221.816426,"hard-soil",485,400,0.2,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.0568250450673259,"1990FT","PGA2",2.86249,3.262639
"TCGH09",139.8364,36.8625,239.820583,239.820583,229.481151,"rock",468,378,0.133333,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.199404874185551,"1990FT","PGA2",1.470845,2.32794
"SZOH32",137.8409,35.0086,240.620121,240.620121,230.584695,"rock",579,484,0.076667,0.21,0,200417151018.17,5.5,"intra-plate",68.7,-0.46246230018761,"1990FT","PGA2",1.456935,0.502317
"NGNH13",137.8767,35.5143,247.761657,247.761657,237.973499,"rock",513,440,0.061538,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.039270392972235,"1990FT","PGA2",1.338991,1.46571
"FKSH13",140.5853,36.9951,250.171792,250.171792,240.239282,"rock",561,428,0.170909,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.502267304115133,"1990FT","PGA2",1.301616,4.137616
"NGNH24",137.8797,35.6152,251.016853,251.016853,241.35025,"soft-soil",464,427,0.644202,0.21,0,200417151018.17,5.5,"intra-plate",68.7,-0.27968052078609,"1990FT","PGA2",2.985691,1.568066
"NGNH21",137.9236,35.8315,256.551269,256.551269,247.078116,"rock",507,471,0.089697,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.0868511583396204,"1990FT","PGA2",1.208157,1.47562
"GNMH08",138.5244,36.4917,256.85829,256.85829,247.311654,"soft-soil",338,314,1.158133,0.21,0,200417151018.17,5.5,"intra-plate",68.7,-0.154204599426286,"1990FT","PGA2",2.788921,1.955382
"FKSH10",140.093,37.1616,268.154356,268.154356,258.912249,"rock",487,401,0.106667,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.641531462713535,"1990FT","PGA2",1.05661,4.628563
"NGNH31",137.9389,36.1184,270.32995,270.32995,261.328946,"rock",526,447,0.100741,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.0427158964716677,"1990FT","PGA2",1.030597,1.137116
"NGNH20",137.7173,35.787,270.973283,270.973283,262.032393,"rock",529,467,0.087625,0.21,0,200417151018.17,5.5,"intra-plate",68.7,-0.214436404609803,"1990FT","PGA2",1.023041,0.624391
"NGNH23",137.6105,35.6056,272.906049,272.906049,264.050845,"rock",524,461,0.106667,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.138811745951085,"1990FT","PGA2",1.000702,1.377579
"FKSH12",140.5703,37.2169,273.734184,273.734184,264.667193,"hard-soil",448,357,0.244,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.581006282861762,"1990FT","PGA2",1.767811,6.736621
"NGNH10",137.7669,35.9632,275.080945,275.080945,266.260107,"rock",511,448,0.122105,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.106974911632342,"1990FT","PGA2",0.976204,1.248865
"NGNH26",138.1474,36.4663,278.279559,278.279559,269.506069,"soft-soil",300,283,0.821342,0.21,0,200417151018.17,5.5,"intra-plate",68.7,-0.222686885558365,"1990FT","PGA2",2.180823,1.305971
"FKSH08",140.2144,37.2822,280.349851,280.349851,271.508612,"rock",562,473,0.115556,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.122393291612913,"1990FT","PGA2",0.919539,1.218887
