"stnm","stlon","stlat","Rhyp","Rrup","Repi","siteClass","AVS30","AVS20","Ts","sigma","valid","event.num","mag","eq.type","depth","resids","model","pred.type","pred","obs"
"TKYH12",139.265,35.6701,65.718641,65.718641,64.069686,"hard-soil",325,268,0.382456,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.208618418540083,"1990FT","PGA2",45.188467,27.951762
"SZOH31",138.0767,34.9398,72.308324,72.308324,71.078197,"hard-soil",397,319,0.280009,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.456683918948399,"1990FT","PGA2",39.412193,13.770404
"SZOH30",137.9181,35.2233,74.268803,74.268803,73.041489,"rock",505,387,0.168889,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.163782483265244,"1990FT","PGA2",21.247547,14.57224
"NGNH19",138.5845,35.9735,76.050082,76.050082,74.654924,"rock",473,425,0.102614,0.21,1,201115223146.34,5.8,"crustal",14.3,0.294114592656941,"1990FT","PGA2",20.511327,40.374611
"NGNH11",138.3052,35.9157,78.149308,78.149308,76.83132,"medium-soil",372,315,0.419017,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.0643014681996859,"1990FT","PGA2",28.547005,24.618358
"NGNH13",137.8767,35.5143,80.559472,80.559472,79.388271,"rock",513,440,0.061538,0.21,1,201115223146.34,5.8,"crustal",14.3,0.0569019939477198,"1990FT","PGA2",18.796157,21.427478
"SITH11",139.2726,35.8637,81.053606,81.053606,79.691918,"hard-soil",371,279,0.264727,0.21,1,201115223146.34,5.8,"crustal",14.3,0.215138588595867,"1990FT","PGA2",33.205942,54.494716
"NGNH24",137.8797,35.6152,84.137658,84.137658,83.001592,"soft-soil",464,427,0.644202,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.459667226929919,"1990FT","PGA2",40.704273,14.12449
"SITH08",138.9691,36.0274,84.289902,84.289902,82.987297,"rock",520,399,0.141176,0.21,1,201115223146.34,5.8,"crustal",14.3,0.153484026699475,"1990FT","PGA2",17.520435,24.947608
"SZOH32",137.8409,35.0086,87.252259,87.252259,86.248184,"rock",579,484,0.076667,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.162984040279201,"1990FT","PGA2",16.588598,11.397921
"SITH10",139.2191,35.9964,90.168238,90.168238,88.93288,"rock",542,404,0.154286,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.131324688282532,"1990FT","PGA2",15.734512,11.628631
"AICH17",137.7268,35.184,91.878763,91.878763,90.912151,"hard-soil",314,235,0.339649,0.21,1,201115223146.34,5.8,"crustal",14.3,0.181614784860135,"1990FT","PGA2",27.214343,41.344014
"NGNH03",137.7346,35.4786,91.951373,91.951373,90.944644,"hard-soil",400,296,0.259608,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.069870095087577,"1990FT","PGA2",27.179197,23.140169
"NGNH21",137.9236,35.8315,93.221828,93.221828,92.164807,"rock",507,471,0.089697,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.24018197824771,"1990FT","PGA2",14.901182,8.571143
"GNMH12",138.9129,36.144,95.53552,95.53552,94.377949,"hard-soil",406,311,0.209524,0.21,1,201115223146.34,5.8,"crustal",14.3,0.0360030031224172,"1990FT","PGA2",25.515816,27.721228
"NGNH14",137.6261,35.3095,99.83313,99.83313,98.936827,"rock",476,371,0.180952,0.21,1,201115223146.34,5.8,"crustal",14.3,0.349886213306985,"1990FT","PGA2",13.28521,29.734089
"SITH06",139.2894,36.1131,104.384545,104.384545,103.29985,"hard-soil",369,294,0.218182,0.21,1,201115223146.34,5.8,"crustal",14.3,0.436801851866657,"1990FT","PGA2",21.939987,59.984386
"NGNH20",137.7173,35.787,105.696775,105.696775,104.786966,"rock",529,467,0.087625,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.0676351028544164,"1990FT","PGA2",12.037003,10.301092
"AICH10",137.6243,35.0002,105.841135,105.841135,105.03285,"rock",504,382,0.180952,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.250597335869187,"1990FT","PGA2",12.008213,6.743433
"NGNH23",137.6105,35.6056,106.313678,106.313678,105.43879,"rock",524,461,0.106667,0.21,1,201115223146.34,5.8,"crustal",14.3,0.620639780079115,"1990FT","PGA2",11.914587,49.741488
"AICH16",137.535,35.1543,109.479654,109.479654,108.687534,"medium-soil",363,347,0.433704,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.0414946071680231,"1990FT","PGA2",16.400564,14.906105
"GNMH11",138.921,36.2862,111.038949,111.038949,110.028096,"hard-soil",421,375,0.327619,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.427265375854582,"1990FT","PGA2",19.665929,7.352738
"NGNH10",137.7669,35.9632,113.243088,113.243088,112.371344,"rock",511,448,0.122105,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.0585515133439798,"1990FT","PGA2",10.642563,9.300252
"NGNH31",137.9389,36.1184,114.83671,114.83671,113.948032,"rock",526,447,0.100741,0.21,1,201115223146.34,5.8,"crustal",14.3,0.0562629594076764,"1990FT","PGA2",10.374691,11.80968
"GIFH28",137.4706,35.4571,114.9466,114.9466,114.164035,"hard-soil",366,338,0.327273,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.420392659935188,"1990FT","PGA2",18.469152,7.01543
"CHBH16",139.9649,35.1384,116.359686,116.359686,115.442026,"hard-soil",361,330,0.30303,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.284965010660373,"1990FT","PGA2",18.059066,9.369799
"AICH07",137.4039,35.2194,120.3418,120.3418,119.623802,"hard-soil",428,314,0.238478,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.431528956594781,"1990FT","PGA2",16.963307,6.280317
"NGNH18",137.595,35.9324,123.505481,123.505481,122.721129,"soft-soil",379,334,0.69103,0.21,1,201115223146.34,5.8,"crustal",14.3,0.146493831372338,"1990FT","PGA2",20.981743,29.399192
"NGNH32",137.9898,36.2578,124.807405,124.807405,123.972955,"medium-soil",309,280,0.449138,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.283786399955094,"1990FT","PGA2",12.872232,6.696802
"AICH19",137.4114,34.9512,125.842803,125.842803,125.182534,"rock",586,445,0.13982,0.21,1,201115223146.34,5.8,"crustal",14.3,0.184848553788057,"1990FT","PGA2",8.737814,13.373693
"NGNH30",137.6849,36.064,126.064855,126.064855,125.277673,"rock",456,373,0.156303,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.0332554012764592,"1990FT","PGA2",8.708233,8.066305
"SZOH25",137.5604,34.6913,126.283744,126.283744,125.641792,"soft-soil",332,298,1.302507,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.206765950733225,"1990FT","PGA2",20.1068,12.490419
"AICH22",137.4393,34.7853,130.623701,130.623701,130.001836,"medium-soil",404,388,0.566581,0.21,1,201115223146.34,5.8,"crustal",14.3,0.0600855167988952,"1990FT","PGA2",11.784676,13.533283
"GNMH08",138.5244,36.4917,133.176808,133.176808,132.340506,"soft-soil",338,314,1.158133,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.163216191625732,"1990FT","PGA2",18.122963,12.445519
"NGNH26",138.1474,36.4663,139.002058,139.002058,138.225408,"soft-soil",300,283,0.821342,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.454994187004231,"1990FT","PGA2",16.630742,5.833342
"AICH18",137.2377,34.9635,140.478974,140.478974,139.896848,"rock",499,387,0.16,0.21,1,201115223146.34,5.8,"crustal",14.3,0.485474971963161,"1990FT","PGA2",7.025814,21.486794
"NGNH35",137.8201,36.3824,144.615033,144.615033,143.894296,"rock",511,427,0.115556,0.21,1,201115223146.34,5.8,"crustal",14.3,0.0136576252681827,"1990FT","PGA2",6.618097,6.829529
"NGNH33",137.9637,36.4598,145.279481,145.279481,144.547399,"rock",435,378,0.185037,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.279496624517068,"1990FT","PGA2",6.555294,3.444257
"CHBH17",140.3398,35.1714,149.501969,149.501969,148.76491,"rock",526,489,0.066667,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.282440425172025,"1990FT","PGA2",6.17254,3.221243
"AICH11",137.057,35.3059,151.254246,151.254246,150.695164,"hard-soil",382,296,0.242857,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.485063848096376,"1990FT","PGA2",10.738551,3.514648
"AICH14",137.0474,35.1842,152.854524,152.854524,152.311798,"soft-soil",394,372,0.937912,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.0279350249540813,"1990FT","PGA2",13.639682,12.789961
"NGNH27",138.0479,36.577,153.698402,153.698402,152.992676,"hard-soil",381,318,0.251286,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.507489533151344,"1990FT","PGA2",10.376172,3.225133
"GIFH18",137.1495,35.8991,156.74054,156.74054,156.148934,"rock",553,484,0.092308,0.21,1,201115223146.34,5.8,"crustal",14.3,0.120784194683777,"1990FT","PGA2",5.576816,7.364962
"NGNH34",137.8201,36.5327,158.60567,158.60567,157.936983,"rock",488,428,0.155882,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.134616133374802,"1990FT","PGA2",5.434596,3.986127
"GIFH15",137.2208,36.1338,163.765335,163.765335,163.177751,"soft-soil",369,355,0.687963,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.0214665243147487,"1990FT","PGA2",11.729331,11.163663
"NGNH28",138.0964,36.7075,165.529284,165.529284,164.862035,"rock",586,499,0.102381,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.120691287971967,"1990FT","PGA2",4.942939,3.743639
"GIFH26",136.8764,35.4121,167.903465,167.903465,167.4008,"hard-soil",425,358,0.211667,0.21,1,201115223146.34,5.8,"crustal",14.3,0.132665084695926,"1990FT","PGA2",8.536057,11.585703
"IBRH17",140.314,36.0864,169.264206,169.264206,168.548928,"soft-soil",300,272,2.746074,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.306388361414928,"1990FT","PGA2",10.887362,5.376929
"GIFH08",136.9621,35.8323,169.619641,169.619641,169.086953,"hard-soil",384,327,0.325379,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.384768076132016,"1990FT","PGA2",8.340943,3.439118
"GIFH10",137.3716,36.3779,170.214517,170.214517,169.624209,"hard-soil",385,308,0.259039,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.735818458562284,"1990FT","PGA2",8.274538,1.520286
"GIFH04",137.1983,36.2448,172.497515,172.497515,171.932778,"hard-soil",379,296,0.228571,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.601146623221142,"1990FT","PGA2",8.02538,2.010569
"AICH21",136.9385,34.7401,174.326953,174.326953,173.888245,"medium-soil",355,303,0.411761,0.21,1,201115223146.34,5.8,"crustal",14.3,0.233320933296476,"1990FT","PGA2",6.368116,10.897626
"GNMH13",139.0627,36.862,175.843461,175.843461,175.159917,"medium-soil",323,266,0.528571,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.219531596972843,"1990FT","PGA2",6.24116,3.764729
"GIFH06",136.7939,35.5038,176.224037,176.224037,175.742435,"hard-soil",300,231,0.376471,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.484411860677101,"1990FT","PGA2",7.637297,2.503386
"NGNH29",138.4408,36.9102,180.008165,180.008165,179.365316,"rock",464,392,0.15,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.416589092161472,"1990FT","PGA2",4.07408,1.561135
"NIGH17",138.0966,36.8569,181.152026,181.152026,180.532274,"medium-soil",383,314,0.47238,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.304818569838907,"1990FT","PGA2",5.819419,2.884437
"GIFH23",136.7847,35.7235,181.429445,181.429445,180.946923,"rock",588,468,0.070588,0.21,1,201115223146.34,5.8,"crustal",14.3,0.0168464436608232,"1990FT","PGA2",3.998833,4.156997
"GIFH17",136.8732,35.9514,181.836313,181.836313,181.335244,"rock",429,354,0.16,0.21,1,201115223146.34,5.8,"crustal",14.3,0.210545025770888,"1990FT","PGA2",3.977591,6.458998
"NIGH18",138.2594,36.9425,186.431808,186.431808,185.816913,"hard-soil",311,260,0.334118,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.231846149386074,"1990FT","PGA2",6.681306,3.917556
"TCGH07",139.4534,36.8817,187.437685,187.437685,186.778203,"hard-soil",419,343,0.252727,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.775596678899597,"1990FT","PGA2",6.59485,1.105626
"NIGH14",138.8521,37.0303,192.030408,192.030408,191.402817,"hard-soil",437,367,0.217857,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.478952860260342,"1990FT","PGA2",6.21616,2.063333
"TCGH12",139.9842,36.6959,192.474345,192.474345,191.821258,"medium-soil",343,305,0.523077,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.0202586962004905,"1990FT","PGA2",5.025594,4.796547
"GIFH25",136.6127,35.5214,192.7292,192.7292,192.295375,"rock",468,422,0.176,0.21,1,201115223146.34,5.8,"crustal",14.3,0.256162705494128,"1990FT","PGA2",3.454636,6.231104
"GIFH03",136.6134,35.6325,194.437312,194.437312,194.000107,"hard-soil",421,344,0.211191,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.0484587652996926,"1990FT","PGA2",6.027739,5.391327
"NIGH13",138.3966,37.0544,196.363082,196.363082,195.766674,"hard-soil",461,520,0.33572,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.611281317957999,"1990FT","PGA2",5.881701,1.439533
"GIFH13",136.8979,36.2743,196.502533,196.502533,196.017358,"rock",592,541,0.054545,0.21,1,201115223146.34,5.8,"crustal",14.3,0.0557171493908853,"1990FT","PGA2",3.292309,3.742982
"TYMH07",137.0392,36.4406,197.064025,197.064025,196.563929,"hard-soil",425,353,0.255105,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.584822636525531,"1990FT","PGA2",5.829557,1.516397
"TYMH06",137.1595,36.5711,198.708716,198.708716,198.199708,"soft-soil",570,570,0.631579,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.475791900962384,"1990FT","PGA2",7.416723,2.47982
"IBRH15",140.3013,36.5566,199.826378,199.826378,199.192723,"rock",450,343,0.164912,0.21,1,201115223146.34,5.8,"crustal",14.3,0.0402839814732907,"1990FT","PGA2",3.156538,3.463339
"TCGH09",139.8364,36.8625,200.459475,200.459475,199.82842,"rock",468,378,0.133333,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.0144872567219923,"1990FT","PGA2",3.131411,3.028676
"TCGH13",140.1781,36.7342,206.584852,206.584852,205.966467,"rock",573,456,0.106667,0.21,1,201115223146.34,5.8,"crustal",14.3,0.396198713129784,"1990FT","PGA2",2.899746,7.220357
"NIGH11",138.744,37.1728,207.416499,207.416499,206.831353,"soft-soil",375,363,0.789231,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.608920139253319,"1990FT","PGA2",6.64843,1.636059
"GIFH07",136.4347,35.4179,207.885298,207.885298,207.496305,"hard-soil",424,330,0.217511,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.359651995261283,"1990FT","PGA2",5.088055,2.222797
"IBRH18",140.6198,36.3631,208.755186,208.755186,208.147247,"rock",558,487,0.138889,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.0482393965494606,"1990FT","PGA2",2.822399,2.525684
"TCGH10",140.0225,36.8578,208.991155,208.991155,208.37886,"hard-soil",371,306,0.277333,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.132334974856632,"1990FT","PGA2",5.018535,3.700343
"MIEH01",136.4563,34.9849,209.207027,209.207027,208.845661,"hard-soil",342,280,0.232804,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.14486213004392,"1990FT","PGA2",5.005091,3.585501
"NIGH12",138.9821,37.2239,214.423874,214.423874,213.845955,"rock",552,493,0.129333,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.37160264247026,"1990FT","PGA2",2.631196,1.11828
"SIGH01",136.3599,35.2383,214.685437,214.685437,214.322102,"rock",562,444,0.16,0.21,1,201115223146.34,5.8,"crustal",14.3,0.0704060037896616,"1990FT","PGA2",2.622735,3.084327
"MIEH10",136.4245,34.8224,216.035041,216.035041,215.695752,"rock",421,357,0.199608,0.21,1,201115223146.34,5.8,"crustal",14.3,0.164163186060647,"1990FT","PGA2",2.579564,3.764519
"MIEH04",136.5866,34.3532,221.918855,221.918855,221.609165,"rock",490,421,0.157085,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.350870764775625,"1990FT","PGA2",2.400504,1.070118
"IBRH12",140.3181,36.8369,223.335095,223.335095,222.752412,"hard-soil",485,400,0.2,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.15924616026887,"1990FT","PGA2",4.207822,2.916159
"SIGH04",136.261,34.9638,227.132585,227.132585,226.807891,"hard-soil",482,451,0.291429,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.277732057081948,"1990FT","PGA2",4.018709,2.120091
"MIEH02",136.2835,34.7662,230.107872,230.107872,229.797389,"rock",423,335,0.182759,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.140423424609855,"1990FT","PGA2",2.174134,1.573486
"MIEH03",136.3692,34.547,230.607683,230.607683,230.306804,"hard-soil",434,335,0.223571,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.186212586691085,"1990FT","PGA2",3.853988,2.510139
"ISKH07",136.6357,36.515,230.837401,230.837401,230.420521,"medium-soil",440,440,0.454545,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.329026496781581,"1990FT","PGA2",3.124982,1.464944
"FKSH21",139.3147,37.3421,232.51031,232.51031,231.959574,"hard-soil",364,317,0.287059,0.21,1,201115223146.34,5.8,"crustal",14.3,-0.449597529437869,"1990FT","PGA2",3.767019,1.337828
"IBRH13",140.575,36.7955,235.758326,235.758326,235.199502,"hard-soil",335,287,0.317815,0.21,0,201115223146.34,5.8,"crustal",14.3,-0.274863296607258,"1990FT","PGA2",3.623584,1.92431
"TYMH01",136.9276,36.8866,238.166569,238.166569,237.733246,"hard-soil",382,301,0.226667,0.21,0,201115223146.34,5.8,"crustal",14.3,-0.746994253200412,"1990FT","PGA2",3.521175,0.630512
"FKSH10",140.093,37.1616,240.597384,240.597384,240.047896,"rock",487,401,0.106667,0.21,0,201115223146.34,5.8,"crustal",14.3,0.168937490946641,"1990FT","PGA2",1.918358,2.830526
"NIGH09",139.1279,37.5386,250.694038,250.694038,250.179754,"rock",462,399,0.153333,0.21,0,201115223146.34,5.8,"crustal",14.3,-0.0618522715363017,"1990FT","PGA2",1.703485,1.477359
"NARH06",136.0512,34.6413,254.445412,254.445412,254.178209,"hard-soil",371,281,0.260223,0.21,0,201115223146.34,5.8,"crustal",14.3,0.0801007288507727,"1990FT","PGA2",2.907857,3.496824
"FKSH08",140.2144,37.2822,257.623039,257.623039,257.100355,"rock",562,473,0.115556,0.21,0,201115223146.34,5.8,"crustal",14.3,-0.0386065362263157,"1990FT","PGA2",1.571512,1.437842
"FKIH04",135.8694,35.5587,260.072561,260.072561,259.772304,"medium-soil",300,300,0.453333,0.21,0,201115223146.34,5.8,"crustal",14.3,0.3433387793893,"1990FT","PGA2",2.215015,4.883323
"ISKH03",137.2436,37.3458,262.165507,262.165507,261.740455,"hard-soil",310,255,0.376727,0.21,0,201115223146.34,5.8,"crustal",14.3,-0.63316653822449,"1990FT","PGA2",2.65921,0.618851
"NIGH06",139.0676,37.6527,262.49282,262.49282,261.998209,"hard-soil",336,264,0.248889,0.21,0,201115223146.34,5.8,"crustal",14.3,0.0328953535360733,"1990FT","PGA2",2.6492,2.857657
"NIGH07",139.261,37.6658,266.574775,266.574775,266.081281,"rock",528,403,0.148571,0.21,0,201115223146.34,5.8,"crustal",14.3,-0.403211467599468,"1990FT","PGA2",1.417451,0.56014
"FKSH12",140.5703,37.2169,270.023642,270.023642,269.517069,"hard-soil",448,357,0.244,0.21,0,201115223146.34,5.8,"crustal",14.3,0.290921057328138,"1990FT","PGA2",2.429972,4.748127
"NIGH08",139.4648,37.6708,271.06946,271.06946,270.577843,"soft-soil",326,304,1.343415,0.21,0,201115223146.34,5.8,"crustal",14.3,-0.348934701141872,"1990FT","PGA2",3.119235,1.396733
"MIEH05",136.1689,34.0637,271.277833,271.277833,271.050489,"rock",590,488,0.066667,0.21,0,201115223146.34,5.8,"crustal",14.3,0.056658025985218,"1990FT","PGA2",1.343236,1.530419
"FKSH03",139.7533,37.6078,272.061471,272.061471,271.56586,"soft-soil",349,302,0.887944,0.21,0,201115223146.34,5.8,"crustal",14.3,-0.505557546279452,"1990FT","PGA2",3.084157,0.962895
"FKIH07",135.7266,35.4573,272.20268,272.20268,271.924692,"hard-soil",384,310,0.293939,0.21,0,201115223146.34,5.8,"crustal",14.3,-0.0615934084289248,"1990FT","PGA2",2.370319,2.056901
"NARH03",136.0022,34.2925,272.791962,272.791962,272.560293,"rock",492,360,0.165517,0.21,0,201115223146.34,5.8,"crustal",14.3,0.0634465505864324,"1990FT","PGA2",1.32026,1.527939
"KYTH08",135.7304,35.0094,274.10803,274.10803,273.852493,"soft-soil",422,383,1.001258,0.21,0,201115223146.34,5.8,"crustal",14.3,-0.289788645839787,"1990FT","PGA2",3.013149,1.54608
"FKSH09",140.4264,37.353,274.499028,274.499028,273.999037,"rock",584,433,0.16381,0.21,0,201115223146.34,5.8,"crustal",14.3,-0.320767782785688,"1990FT","PGA2",1.294872,0.61867
"NARH04",135.8369,34.3061,286.004471,286.004471,285.78759,"rock",583,472,0.189675,0.21,0,201115223146.34,5.8,"crustal",14.3,-0.310223151358109,"1990FT","PGA2",1.137091,0.556637
"FKSH18",140.538,37.4894,292.547222,292.547222,292.06932,"hard-soil",307,251,0.390649,0.21,0,201115223146.34,5.8,"crustal",14.3,-0.0778483853277029,"1990FT","PGA2",1.884675,1.57539
"FKIH06",135.4841,35.4907,294.340514,294.340514,294.088562,"rock",395,338,0.17,0.21,0,201115223146.34,5.8,"crustal",14.3,0.147398733215439,"1990FT","PGA2",1.035921,1.454539
"FKSH19",140.7227,37.4703,300.446033,300.446033,299.976415,"hard-soil",338,255,0.313725,0.21,0,201115223146.34,5.8,"crustal",14.3,-0.105674760313186,"1990FT","PGA2",1.72635,1.353487
"YMTH07",140.0278,37.896,310.656256,310.656256,310.203787,"hard-soil",371,312,0.242956,0.21,0,201115223146.34,5.8,"crustal",14.3,-0.432409090192276,"1990FT","PGA2",1.542725,0.570006
"FKSH16",140.3766,37.7643,310.927608,310.927608,310.471526,"rock",531,462,0.088889,0.21,0,201115223146.34,5.8,"crustal",14.3,-0.285349755667899,"1990FT","PGA2",0.86251,0.44711
"FKSH17",140.5974,37.6636,311.488364,311.488364,311.03121,"rock",543,434,0.133333,0.21,0,201115223146.34,5.8,"crustal",14.3,0.00352897365416648,"1990FT","PGA2",0.857227,0.864221
"OSKH02",135.3896,34.6628,312.06577,312.06577,311.864104,"soft-soil",500,500,4.8,0.21,0,201115223146.34,5.8,"crustal",14.3,-0.0597463423311508,"1990FT","PGA2",1.97339,1.719755
"KYTH02",135.2496,35.7101,317.639506,317.639506,317.403139,"rock",518,450,0.101818,0.21,0,201115223146.34,5.8,"crustal",14.3,0.0219201216366658,"1990FT","PGA2",0.801512,0.843005
"WKYH08",135.4483,34.3228,318.351476,318.351476,318.16582,"hard-soil",343,294,0.324561,0.21,0,201115223146.34,5.8,"crustal",14.3,-0.0281381335906428,"1990FT","PGA2",1.418321,1.329341
"NIGH04",139.5428,38.1313,322.258935,322.258935,321.826061,"soft-soil",392,359,0.683254,0.21,0,201115223146.34,5.8,"crustal",14.3,-0.154007839946607,"1990FT","PGA2",1.765865,1.238653
"NIGH02",139.5486,38.2799,338.414995,338.414995,337.997299,"medium-soil",359,342,0.55697,0.21,0,201115223146.34,5.8,"crustal",14.3,-0.11312396095688,"1990FT","PGA2",0.928568,0.715632
"MYGH09",140.6027,38.0091,344.344952,344.344952,343.919179,"medium-soil",358,315,0.400272,0.21,0,201115223146.34,5.8,"crustal",14.3,-0.0945032770002654,"1990FT","PGA2",0.871543,0.701109
"WKYH04",135.5454,33.5559,350.30953,350.30953,350.16623,"rock",549,397,0.132231,0.21,0,201115223146.34,5.8,"crustal",14.3,-0.317542959094413,"1990FT","PGA2",0.564104,0.271529
"WKYH07",135.4396,33.6894,350.419297,350.419297,350.27368,"hard-soil",316,285,0.370827,0.21,0,201115223146.34,5.8,"crustal",14.3,-0.0973772717611817,"1990FT","PGA2",1.004813,0.802986
"YMTH14",139.9916,38.386,360.373918,360.373918,359.968186,"medium-soil",310,261,0.514,0.21,0,201115223146.34,5.8,"crustal",14.3,0.0705627062239395,"1990FT","PGA2",0.735344,0.865074
"YMTH01",140.3805,38.3841,372.604012,372.604012,372.203214,"soft-soil",327,300,0.729697,0.21,0,201115223146.34,5.8,"crustal",14.3,-0.350054240260549,"1990FT","PGA2",1.033319,0.461509
"HYGH03",134.5237,35.2193,381.558334,381.558334,381.392885,"rock",508,371,0.166,0.21,0,201115223146.34,5.8,"crustal",14.3,-0.357252511452115,"1990FT","PGA2",0.406291,0.178478
"YMTH12",140.0055,38.6357,387.056933,387.056933,386.671046,"medium-soil",366,338,0.454315,0.21,0,201115223146.34,5.8,"crustal",14.3,-0.12075328854024,"1990FT","PGA2",0.556454,0.421382
"TTRH05",134.3426,35.5729,398.116165,398.116165,397.949836,"rock",479,366,0.19224,0.21,0,201115223146.34,5.8,"crustal",14.3,-0.198392424294379,"1990FT","PGA2",0.342359,0.216815
"MYGH05",140.7804,38.5793,407.284555,407.284555,406.904121,"soft-soil",305,283,0.885214,0.21,0,201115223146.34,5.8,"crustal",14.3,-0.199843253668086,"1990FT","PGA2",0.721915,0.455662
"TTRH06",134.1988,35.3946,410.639631,410.639631,410.486648,"rock",586,511,0.098537,0.21,0,201115223146.34,5.8,"crustal",14.3,0.0303268233521266,"1990FT","PGA2",0.301109,0.322887
"MYGH06",141.071,38.5907,420.702058,420.702058,420.327807,"rock",593,554,0.04,0.21,0,201115223146.34,5.8,"crustal",14.3,0.0513632303645617,"1990FT","PGA2",0.271773,0.305893
"YMTH08",140.0333,38.9701,423.228409,423.228409,422.865375,"hard-soil",320,272,0.361525,0.21,0,201115223146.34,5.8,"crustal",14.3,-0.0935070467229686,"1990FT","PGA2",0.472389,0.380884
"TTRH07",133.7486,35.3649,451.542102,451.542102,451.411574,"hard-soil",388,378,0.295747,0.21,0,201115223146.34,5.8,"crustal",14.3,-0.126723975062136,"1990FT","PGA2",0.355173,0.265287
"AKTH03",140.1283,39.2223,452.393145,452.393145,452.045061,"medium-soil",320,277,0.583426,0.21,0,201115223146.34,5.8,"crustal",14.3,-0.023843996220652,"1990FT","PGA2",0.286338,0.271041
"IWTH26",141.0013,38.969,454.501636,454.501636,454.146438,"hard-soil",371,320,0.367843,0.21,0,201115223146.34,5.8,"crustal",14.3,-0.00805045377736208,"1990FT","PGA2",0.34482,0.338487
"OKYH09",133.6765,35.1809,458.782443,458.782443,458.660335,"rock",511,386,0.175,0.21,0,201115223146.34,5.8,"crustal",14.3,-0.0293322807748188,"1990FT","PGA2",0.185271,0.173171
"IWTH24",141.0118,39.1979,477.614985,477.614985,477.271023,"soft-soil",486,447,0.722678,0.21,0,201115223146.34,5.8,"crustal",14.3,0.0165182560302852,"1990FT","PGA2",0.356022,0.369824
"TTRH02",133.3909,35.2313,484.464481,484.464481,484.352077,"medium-soil",310,253,0.472549,0.21,0,201115223146.34,5.8,"crustal",14.3,0.0762068189105218,"1990FT","PGA2",0.208264,0.248211
"AKTH16",140.3481,39.545,492.18573,492.18573,491.854263,"soft-soil",375,346,0.613675,0.21,0,201115223146.34,5.8,"crustal",14.3,-0.192328095807405,"1990FT","PGA2",0.308395,0.198052
